"Location","String Value","String Representation","Data Type","Label","Is Ascii","Function Name"
"0050dbf0","config","\"config\"","ds","s_config_0050dbf0","true",""
"0050dbf8","configuration","\"configuration\"","ds","s_configuration_0050dbf8","true",""
"0050dc08","%s: could not parse \"%s\" as an integer for the configuartion index
","\"%s: could not parse \\"%s\\" as an integer for the configuartion index\n\"","ds","s_%s:_could_not_parse_\"%s\"_as_an_i_0050dc08","true",""
"0050dc54","wl_chspec_from_legacy: output chanspec (0x%04X) malformed
","\"wl_chspec_from_legacy: output chanspec (0x%04X) malformed\n\"","ds","s_wl_chspec_from_legacy:_output_ch_0050dc54","true",""
"0050dc90","wl_chspec_to_legacy: input chanspec (0x%04X) malformed
","\"wl_chspec_to_legacy: input chanspec (0x%04X) malformed\n\"","ds","s_wl_chspec_to_legacy:_input_chans_0050dc90","true",""
"0050dcc8","wl_chspec_to_legacy: unable to convert chanspec %s (0x%04X) to pre-11ac format
","\"wl_chspec_to_legacy: unable to convert chanspec %s (0x%04X) to pre-11ac format\n\"","ds","s_wl_chspec_to_legacy:_unable_to_c_0050dcc8","true",""
"0050dd18","generic_dload","\"generic_dload\"","ds","s_generic_dload_0050dd18","true",""
"0050dd2c","unable to open input file %s
","\"unable to open input file %s\n\"","ds","s_unable_to_open_input_file_%s_0050dd2c","true",""
"0050dd4c","fstat on input file %s return error %s
","\"fstat on input file %s return error %s\n\"","ds","s_fstat_on_input_file_%s_return_er_0050dd4c","true",""
"0050dd74","input file %s is empty (i.e. zero length)
","\"input file %s is empty (i.e. zero length)\n\"","ds","s_input_file_%s_is_empty_(i.e._zer_0050dd74","true",""
"0050dda0","unable to allocate %u bytes based on input file size!
","\"unable to allocate %u bytes based on input file size!\n\"","ds","s_unable_to_allocate_%u_bytes_base_0050dda0","true",""
"0050ddd8","size of input file %s is less than %d bytes.  This can't be a CLM file!
","\"size of input file %s is less than %d bytes.  This can't be a CLM file!\n\"","ds","s_size_of_input_file_%s_is_less_th_0050ddd8","true",""
"0050de24","read of input file %s wasn't good based on fstat size %u
","\"read of input file %s wasn't good based on fstat size %u\n\"","ds","s_read_of_input_file_%s_wasn't_goo_0050de24","true",""
"0050de60","Downloading CLM blob format file %s
","\"Downloading CLM blob format file %s\n\"","ds","s_Downloading_CLM_blob_format_file_0050de60","true",""
"0050de88","incremental","\"incremental\"","ds","s_incremental_0050de88","true",""
"0050de9c","Downloading legacy\, obsolete CLM binary format file %s as a %s CLM
","\"Downloading legacy\, obsolete CLM binary format file %s as a %s CLM\n\"","ds","s_Downloading_legacy\,_obsolete_CLM_0050de9c","true",""
"0050dee0","input file is missing CLM binary or CLM blob magic string
","\"input file is missing CLM binary or CLM blob magic string\n\"","ds","s_input_file_is_missing_CLM_binary_0050dee0","true",""
"0050df1c","CLM DATABLOBtoo few arguments (none)
","\"CLM DATABLOBtoo few arguments (none)\n\"","ds","s_CLM_DATABLOBtoo_few_arguments_(n_0050df1c","true",""
"0050df44","too mang arguments (3 or more)
","\"too mang arguments (3 or more)\n\"","ds","s_too_mang_arguments_(3_or_more)_0050df44","true",""
"0050df64","size of input file %s is less than %d bytes.  This can't be a txcap file!
","\"size of input file %s is less than %d bytes.  This can't be a txcap file!\n\"","ds","s_size_of_input_file_%s_is_less_th_0050df64","true",""
"0050dfb0","Downloading txcap package format file %s
","\"Downloading txcap package format file %s\n\"","ds","s_Downloading_txcap_package_format_0050dfb0","true",""
"0050dfdc","input file is missing txcap package magic string
","\"input file is missing txcap package magic string\n\"","ds","s_input_file_is_missing_txcap_pack_0050dfdc","true",""
"0050e010","%d %d %d %d %d
","\"%d %d %d %d %d\n\"","ds","s_%d_%d_%d_%d_%d_0050e010","true",""
"0050e020","current country %c%c\, channel(control) %d
","\"current country %c%c\, channel(control) %d\n\"","ds","s_current_country_%c%c\,_channel(co_0050e020","true",""
"0050e04c","low/high cap config: ","\"low/high cap config: \"","ds","s_low/high_cap_config:_0050e04c","true",""
"0050e068","low/high cap state:  ","\"low/high cap state:  \"","ds","s_low/high_cap_state:_0050e068","true",""
"0050e080","high cap state enabled %d
","\"high cap state enabled %d\n\"","ds","s_high_cap_state_enabled_%d_0050e080","true",""
"0050e09c","wci2 cell status last %d
","\"wci2 cell status last %d\n\"","ds","s_wci2_cell_status_last_%d_0050e09c","true",""
"0050e0b8","txcap download not present","\"txcap download not present\"","ds","s_txcap_download_not_present_0050e0b8","true",""
"0050e0d4","subbands %d\, antennas %d\, antennas per core","\"subbands %d\, antennas %d\, antennas per core\"","ds","s_subbands_%d\,_antennas_%d\,_antenn_0050e0d4","true",""
"0050e100","\, cc groups %d
","\"\, cc groups %d\n\"","ds","s_\,_cc_groups_%d_0050e100","true",""
"0050e110","current cc group info index %d
","\"current cc group info index %d\n\"","ds","s_current_cc_group_info_index_%d_0050e110","true",""
"0050e130"," tx caps (decimal qdbm\, per subband\, per antenna\, e.g. sb0_a0\, sb0_a1\, sb1_a0\, sb1_a1\, ...)","\" tx caps (decimal qdbm\, per subband\, per antenna\, e.g. sb0_a0\, sb0_a1\, sb1_a0\, sb1_a1\, ...)\"","ds","s_tx_caps_(decimal_qdbm\,_per_subba_0050e130","true",""
"0050e18c","  low cap:  ","\"  low cap:  \"","ds","s_low_cap:_0050e18c","true",""
"0050e1a4","  high cap: ","\"  high cap: \"","ds","s_high_cap:_0050e1a4","true",""
"0050e1bc","54g Legacy B","\"54g Legacy B\"","ds","s_54g_Legacy_B_0050e1bc","true",""
"0050e1cc","54g Auto","\"54g Auto\"","ds","s_54g_Auto_0050e1cc","true",""
"0050e1d8","54g Only","\"54g Only\"","ds","s_54g_Only_0050e1d8","true",""
"0050e1e4","54g B Deferred","\"54g B Deferred\"","ds","s_54g_B_Deferred_0050e1e4","true",""
"0050e1f4","54g Performance","\"54g Performance\"","ds","s_54g_Performance_0050e1f4","true",""
"0050e204","54g LRS","\"54g LRS\"","ds","s_54g_LRS_0050e204","true",""
"0050e20c","unknown","\"unknown\"","ds","s_unknown_0050e20c","true",""
"0050e214","%s (%d)
","\"%s (%d)\n\"","ds","s_%s_(%d)_0050e214","true",""
"0050e220","legacy","\"legacy\"","ds","s_legacy_0050e220","true",""
"0050e230","gonly","\"gonly\"","ds","s_gonly_0050e230","true",""
"0050e238","bdefer","\"bdefer\"","ds","s_bdefer_0050e238","true",""
"0050e264","error","\"error\"","ds","s_error_0050e264","true",""
"0050e26c","trace","\"trace\"","ds","","true",""
"0050e284","control","\"control\"","ds","","true",""
"0050e28c","0x%x ","\"0x%x \"","ds","s_0x%x_0050e28c","true",""
"0050e298","msg values may be a list of numbers or names from the following set.
","\"msg values may be a list of numbers or names from the following set.\n\"","ds","s_msg_values_may_be_a_list_of_numb_0050e298","true",""
"0050e2e0","Use a + or - prefix to make an incremental change.","\"Use a + or - prefix to make an incremental change.\"","ds","s_Use_a_+_or_-_prefix_to_make_an_i_0050e2e0","true",""
"0050e314","
0x%04x %s","\"\n0x%04x %s\"","ds","s_0x%04x_%s_0050e314","true",""
"0050e328","required args: function [size] (size 0 means max)","\"required args: function [size] (size 0 means max)\"","ds","s_required_args:_function_[size]_(_0050e328","true",""
"0050e35c","Invaild function: %s
","\"Invaild function: %s\n\"","ds","s_Invaild_function:_%s_0050e35c","true",""
"0050e374","Invalid size: %s
","\"Invalid size: %s\n\"","ds","s_Invalid_size:_%s_0050e374","true",""
"0050e388","Function %d block size: %d
","\"Function %d block size: %d\n\"","ds","s_Function_%d_block_size:_%d_0050e388","true",""
"0050e3a4","Setting function %d block size to %d
","\"Setting function %d block size to %d\n\"","ds","s_Setting_function_%d_block_size_t_0050e3a4","true",""
"0050e3dc","Unknown","\"Unknown\"","ds","","true",""
"0050e3ec","SD Mode is: %s
","\"SD Mode is: %s\n\"","ds","s_SD_Mode_is:_%s_0050e3ec","true",""
"0050e3fc","required args: offset [value]","\"required args: offset [value]\"","ds","s_required_args:_offset_[value]_0050e3fc","true",""
"0050e41c","required args: func offset [value]","\"required args: func offset [value]\"","ds","s_required_args:_func_offset_[valu_0050e41c","true",""
"0050e440","Bad func.","\"Bad func.\"","ds","s_Bad_func._0050e440","true",""
"0050e44c","Bad offset","\"Bad offset\"","ds","s_Bad_offset_0050e44c","true",""
"0050e458","Bad Value","\"Bad Value\"","ds","s_Bad_Value_0050e458","true",""
"0050e464","required args: virt_addr phy_addr size","\"required args: virt_addr phy_addr size\"","ds","s_required_args:_virt_addr_phy_add_0050e464","true",""
"0050e48c","Invaild virtual address: %s
","\"Invaild virtual address: %s\n\"","ds","s_Invaild_virtual_address:_%s_0050e48c","true",""
"0050e4ac","Invaild physical Address: %s
","\"Invaild physical Address: %s\n\"","ds","s_Invaild_physical_Address:_%s_0050e4ac","true",""
"0050e4cc","Invaild size: %s
","\"Invaild size: %s\n\"","ds","s_Invaild_size:_%s_0050e4cc","true",""
"0050e4e0","Setting virtual Address 0x%x to physical Address 0x%x\, size is %d
","\"Setting virtual Address 0x%x to physical Address 0x%x\, size is %d\n\"","ds","s_Setting_virtual_Address_0x%x_to_p_0050e4e0","true",""
"0050e554","0x%04x
","\"0x%04x\n\"","ds","s_0x%04x_0050e554","true",""
"0050e55c","gpiocontrol 0x%x gpioout 0x%x gpioouten 0x%x
","\"gpiocontrol 0x%x gpioout 0x%x gpioouten 0x%x\n\"","ds","s_gpiocontrol_0x%x_gpioout_0x%x_gp_0050e55c","true",""
"0050e58c","band option \"all\" is for set only\, not get","\"band option \\"all\\" is for set only\, not get\"","ds","s_band_option_\"all\"_is_for_set_onl_0050e58c","true",""
"0050e5b8","%s is 0x%04x(%d)
","\"%s is 0x%04x(%d)\n\"","ds","s_%s_is_0x%04x(%d)_0050e5b8","true",""
"0050e5cc","err %d\, %d
","\"err %d\, %d\n\"","ds","s_err_%d\,_%d_0050e5cc","true",""
"0050e5d8","max rssi %d min rssi %d flags %x
","\"max rssi %d min rssi %d flags %x\n\"","ds","s_max_rssi_%d_min_rssi_%d_flags_%x_0050e5d8","true",""
"0050e5fc","Incorrect version %d\, expected %d
","\"Incorrect version %d\, expected %d\n\"","ds","s_Incorrect_version_%d\,_expected_%_0050e5fc","true",""
"0050e620","Setting max_rssi %d\, min_rssi %d
","\"Setting max_rssi %d\, min_rssi %d\n\"","ds","s_Setting_max_rssi_%d\,_min_rssi_%d_0050e620","true",""
"0050e644","WARNING: min_rssi %d is greater than max_rssi %d threshold!!!
","\"WARNING: min_rssi %d is greater than max_rssi %d threshold!!!\n\"","ds","s_WARNING:_min_rssi_%d_is_greater_t_0050e644","true",""
"0050e684","   CCA","\"   CCA\"","ds","s_CCA_0050e684","true",""
"0050e68c","    NF","\"    NF\"","ds","s_NF_0050e68c","true",""
"0050e694","NF_LTE","\"NF_LTE\"","ds","s_NF_LTE_0050e694","true",""
"0050e69c","rate per %dms
","\"rate per %dms\n\"","ds","s_rate_per_%dms_0050e69c","true",""
"0050e6ac","%s[%d]:","\"%s[%d]:\"","ds","s_%s[%d]:_0050e6ac","true",""
"0050e6b4"," (%d\, %d)","\" (%d\, %d)\"","ds","s_(%d\,_%d)_0050e6b4","true",""
"0050e6c4","not supported on this chip","\"not supported on this chip\"","ds","s_not_supported_on_this_chip_0050e6c4","true",""
"0050e6e0","rssi[%d] %d  ","\"rssi[%d] %d  \"","ds","s_rssi[%d]_%d_0050e6e0","true",""
"0050e6f0"," ERROR: no valid ether addr provided","\" ERROR: no valid ether addr provided\"","ds","s_ERROR:_no_valid_ether_addr_provi_0050e6f0","true",""
"0050e718","Error setting variable %s
","\"Error setting variable %s\n\"","ds","s_Error_setting_variable_%s_0050e718","true",""
"0050e734","Error getting variable %s
","\"Error getting variable %s\n\"","ds","s_Error_getting_variable_%s_0050e734","true",""
"0050e750","%s %s
","\"%s %s\n\"","ds","s_%s_%s_0050e750","true",""
"0050e758","prec:   rqstd\,  stored\,selfsave\,   saved\,fulldrop\, dropped\,sacrficd\, retried\, rtsfail\,rtrydrop\, psretry\,supprssd\,   acked\,utlisatn\,q length\,Data Mbits/s\,Phy Mbits/s\,Rate Mbits/s (+v%d.)
","\"prec:   rqstd\,  stored\,selfsave\,   saved\,fulldrop\, dropped\,sacrficd\, retried\, rtsfail\,rtrydrop\, psretry\,supprssd\,   acked\,utlisatn\,q length\,Data Mbits/s\,Phy Mbits/s\,Rate Mbits/s (+v%d.)\n\"","ds","s_prec:_rqstd\,_stored\,selfsave\,_sa_0050e758","true",""
"0050e814","prec:   rqstd\,  stored\, dropped\, retried\, rtsfail\,rtrydrop\, psretry\,   acked\,utlisatn\,q length\,Data Mbits/s\,Phy Mbits/s (+v%d.)
","\"prec:   rqstd\,  stored\, dropped\, retried\, rtsfail\,rtrydrop\, psretry\,   acked\,utlisatn\,q length\,Data Mbits/s\,Phy Mbits/s (+v%d.)\n\"","ds","s_prec:_rqstd\,_stored\,_dropped\,_re_0050e814","true",""
"0050e898","prec:   rqstd\,  stored\,selfsave\,   saved\,fulldrop\, dropped\,sacrficd\, retried\, rtsfail\,rtrydrop\, psretry\,supprssd\,   acked\,utlisatn\,q length\,Data Mbits/s\,Phy Mbits/s\,Rate Mbits/s\, %%air\, %%effcy  (v%d)
","\"prec:   rqstd\,  stored\,selfsave\,   saved\,fulldrop\, dropped\,sacrficd\, retried\, rtsfail\,rtrydrop\, psretry\,supprssd\,   acked\,utlisatn\,q length\,Data Mbits/s\,Phy Mbits/s\,Rate Mbits/s\, %%air\, %%effcy  (v%d)\n\"","ds","s_prec:_rqstd\,_stored\,selfsave\,_sa_0050e898","true",""
"0050e964","prec:   rqstd\,  stored\, dropped\, retried\, rtsfail\,rtrydrop\, psretry\,   acked\,utlisatn\,q length\,Data Mbits/s\,Phy Mbits/s\, %%air\, %%effcy  (v%d)
","\"prec:   rqstd\,  stored\, dropped\, retried\, rtsfail\,rtrydrop\, psretry\,   acked\,utlisatn\,q length\,Data Mbits/s\,Phy Mbits/s\, %%air\, %%effcy  (v%d)\n\"","ds","s_prec:_rqstd\,_stored\,_dropped\,_re_0050e964","true",""
"0050e9f4","  %02u: %7u\, %7u\, %7u\, %7u\, %7u\, %7u\, %7u\, %7u\, %7u\, %7u\, %7u\, %7u\, %7u\, %7u\, %7u\, %8.2f\,   %8.2f\,    %8.2f
","\"  %02u: %7u\, %7u\, %7u\, %7u\, %7u\, %7u\, %7u\, %7u\, %7u\, %7u\, %7u\, %7u\, %7u\, %7u\, %7u\, %8.2f\,   %8.2f\,    %8.2f\n\"","ds","s_%02u:_%7u\,_%7u\,_%7u\,_%7u\,_%7u\,_%_0050e9f4","true",""
"0050ea64","  %02u: %7u\, %7u\, %7u\, %7u\, %7u\, %7u\, %7u\, %7u\, %7u\, %7u\, %8.2f\,   %8.2f
","\"  %02u: %7u\, %7u\, %7u\, %7u\, %7u\, %7u\, %7u\, %7u\, %7u\, %7u\, %8.2f\,   %8.2f\n\"","ds","s_%02u:_%7u\,_%7u\,_%7u\,_%7u\,_%7u\,_%_0050ea64","true",""
"0050eab0","  %02u: %7u\, %7u\, %7u\, %7u\, %7u\, %7u\, %7u\,       -\,       -\, %7u\, %7u\, %7u\, %7u\, %7u\, %7u\, %8.2f\,          -\,           -
","\"  %02u: %7u\, %7u\, %7u\, %7u\, %7u\, %7u\, %7u\,       -\,       -\, %7u\, %7u\, %7u\, %7u\, %7u\, %7u\, %8.2f\,          -\,           -\n\"","ds","s_%02u:_%7u\,_%7u\,_%7u\,_%7u\,_%7u\,_%_0050eab0","true",""
"0050eb2c","  %02u: %7u\, %7u\, %7u\,       -\,       -\, %7u\, %7u\, %7u\, %7u\, %7u\, %8.2f\,          -
","\"  %02u: %7u\, %7u\, %7u\,       -\,       -\, %7u\, %7u\, %7u\, %7u\, %7u\, %8.2f\,          -\n\"","ds","s_%02u:_%7u\,_%7u\,_%7u\,_-\,_-\,_%7u\,_%_0050eb2c","true",""
"0050eb84","  %02u: %7u\, %7u\, %7u\, %7u\, %7u\, %7u\, %7u\, %7u\, %7u\, %7u\, %7u\, %7u\, %7u\, %7u\, %7u\, %8.2f\,   %8.2f\,    %8.2f\,  %6.1f\,  %5.1f
","\"  %02u: %7u\, %7u\, %7u\, %7u\, %7u\, %7u\, %7u\, %7u\, %7u\, %7u\, %7u\, %7u\, %7u\, %7u\, %7u\, %8.2f\,   %8.2f\,    %8.2f\,  %6.1f\,  %5.1f\n\"","ds","s_%02u:_%7u\,_%7u\,_%7u\,_%7u\,_%7u\,_%_0050eb84","true",""
"0050ec04","  %02u: %7u\, %7u\, %7u\, %7u\, %7u\, %7u\, %7u\, %7u\, %7u\, %7u\, %8.2f\,   %8.2f\,  %6.1f\,  %5.1f
","\"  %02u: %7u\, %7u\, %7u\, %7u\, %7u\, %7u\, %7u\, %7u\, %7u\, %7u\, %8.2f\,   %8.2f\,  %6.1f\,  %5.1f\n\"","ds","s_%02u:_%7u\,_%7u\,_%7u\,_%7u\,_%7u\,_%_0050ec04","true",""
"0050ec60","  %02u: %7u\, %7u\, %7u\, %7u\, %7u\, %7u\, %7u\,       -\,       -\, %7u\, %7u\, %7u\, %7u\, %7u\, %7u\, %8.2f\,          -\,           -\,       -\,      -
","\"  %02u: %7u\, %7u\, %7u\, %7u\, %7u\, %7u\, %7u\,       -\,       -\, %7u\, %7u\, %7u\, %7u\, %7u\, %7u\, %8.2f\,          -\,           -\,       -\,      -\n\"","ds","s_%02u:_%7u\,_%7u\,_%7u\,_%7u\,_%7u\,_%_0050ec60","true",""
"0050ecec","  %02u: %7u\, %7u\, %7u\,       -\,       -\, %7u\, %7u\, %7u\, %7u\, %7u\, %8.2f\,          -\,       -\,      -
","\"  %02u: %7u\, %7u\, %7u\,       -\,       -\, %7u\, %7u\, %7u\, %7u\, %7u\, %8.2f\,          -\,       -\,      -\n\"","ds","s_%02u:_%7u\,_%7u\,_%7u\,_-\,_-\,_%7u\,_%_0050ecec","true",""
"0050ed54","Unknown/unsupported binary format (%x)
","\"Unknown/unsupported binary format (%x)\n\"","ds","s_Unknown/unsupported_binary_forma_0050ed54","true",""
"0050ed7c","Parameter %c:%s not valid
","\"Parameter %c:%s not valid\n\"","ds","s_Parameter_%c:%s_not_valid_0050ed7c","true",""
"0050ed98","Total time in ps pretend state is %d milliseconds

","\"Total time in ps pretend state is %d milliseconds\n\n\"","ds","s_Total_time_in_ps_pretend_state_i_0050ed98","true",""
"0050edcc","scb_timeout = %d
","\"scb_timeout = %d\n\"","ds","s_scb_timeout_=_%d_0050edcc","true",""
"0050ede0","activity_time = %d
","\"activity_time = %d\n\"","ds","s_activity_time_=_%d_0050ede0","true",""
"0050edf4","max_probe = %d
","\"max_probe = %d\n\"","ds","s_max_probe_=_%d_0050edf4","true",""
"0050ee04","%s: argv[0] missing
","\"%s: argv[0] missing\n\"","ds","s_%s:_argv[0]_missing_0050ee04","true",""
"0050ee1c","-noreset","\"-noreset\"","ds","s_-noreset_0050ee1c","true",""
"0050ee38","-comma","\"-comma\"","ds","s_-comma_0050ee38","true",""
"0050ee40","-noidle","\"-noidle\"","ds","s_-noidle_0050ee40","true",""
"0050ee48","-help","\"-help\"","ds","s_-help_0050ee48","true",""
"0050ee50","%s: unknown option: %s
","\"%s: unknown option: %s\n\"","ds","s_%s:_unknown_option:_%s_0050ee50","true",""
"0050ee68","wlu / wl driver mismatch\, expect V%d format\, got %d.
","\"wlu / wl driver mismatch\, expect V%d format\, got %d.\n\"","ds","s_wlu_/_wl_driver_mismatch\,_expect_0050ee68","true",""
"0050eea0","No stations are currently associated.","\"No stations are currently associated.\"","ds","s_No_stations_are_currently_associ_0050eea0","true",""
"0050eec8","%17s%c","\"%17s%c\"","ds","s_%17s%c_0050eec8","true",""
"0050eed0","Station Address","\"Station Address\"","ds","s_Station_Address_0050eed0","true",""
"0050eee0","%9.9s %9.9s %9.9s %9.9s %9.9s %9.9s %9.9s %9.9s %9.9s
","\"%9.9s %9.9s %9.9s %9.9s %9.9s %9.9s %9.9s %9.9s %9.9s\n\"","ds","s_%9.9s_%9.9s_%9.9s_%9.9s_%9.9s_%9_0050eee0","true",""
"0050ef18","retry_drop","\"retry_drop\"","ds","s_retry_drop_0050ef18","true",""
"0050ef24","rtsfail","\"rtsfail\"","ds","s_rtsfail_0050ef24","true",""
"0050ef2c","retry","\"retry\"","ds","s_retry_0050ef2c","true",""
"0050ef34","txrate_main","\"txrate_main\"","ds","s_txrate_main_0050ef34","true",""
"0050ef40","txrate_succ","\"txrate_succ\"","ds","s_txrate_succ_0050ef40","true",""
"0050ef4c","acked","\"acked\"","ds","s_acked_0050ef4c","true",""
"0050ef54","throughput","\"throughput\"","ds","s_throughput_0050ef54","true",""
"0050ef60","time_delta","\"time_delta\"","ds","s_time_delta_0050ef60","true",""
"0050ef6c","airtime","\"airtime\"","ds","s_airtime_0050ef6c","true",""
"0050ef74","%10s%c%10s%c%10s%c%10s%c%10s
","\"%10s%c%10s%c%10s%c%10s%c%10s\n\"","ds","s_%10s%c%10s%c%10s%c%10s%c%10s_0050ef74","true",""
"0050ef94","PHY Mbps","\"PHY Mbps\"","ds","s_PHY_Mbps_0050ef94","true",""
"0050efa0","Data Mbps","\"Data Mbps\"","ds","s_Data_Mbps_0050efa0","true",""
"0050efac","Air Use","\"Air Use\"","ds","s_Air_Use_0050efac","true",""
"0050efb4","Data Use","\"Data Use\"","ds","s_Data_Use_0050efb4","true",""
"0050efc0","Retries","\"Retries\"","ds","s_Retries_0050efc0","true",""
"0050efc8","%9d %9d %9d %9d %9d %9d %9d %9d %9d
","\"%9d %9d %9d %9d %9d %9d %9d %9d %9d\n\"","ds","s_%9d_%9d_%9d_%9d_%9d_%9d_%9d_%9d_%_0050efc8","true",""
"0050eff0","%10.1f%c%10.1f%c%9.1f%%%c%9.1f%%%c%9.1f%%
","\"%10.1f%c%10.1f%c%9.1f%%%c%9.1f%%%c%9.1f%%\n\"","ds","s_%10.1f%c%10.1f%c%9.1f%%%c%9.1f%%_0050eff0","true",""
"0050f01c","Bad parameter '%s'
","\"Bad parameter '%s'\n\"","ds","s_Bad_parameter_'%s'_0050f01c","true",""
"0050f030","Bad precedence %d (will be ignored)
","\"Bad precedence %d (will be ignored)\n\"","ds","s_Bad_precedence_%d_(will_be_ignor_0050f030","true",""
"0050f058","Ignoring excess parameter '%s' (maximum number of params is %d)
","\"Ignoring excess parameter '%s' (maximum number of params is %d)\n\"","ds","s_Ignoring_excess_parameter_'%s'_(_0050f058","true",""
"0050f09c","unable to allocate memory
","\"unable to allocate memory\n\"","ds","s_unable_to_allocate_memory_0050f09c","true",""
"0050f0b8","Cannot get assoclist
","\"Cannot get assoclist\n\"","ds","s_Cannot_get_assoclist_0050f0b8","true",""
"0050f0d0","No available addresses in assoclist for automatic operation
","\"No available addresses in assoclist for automatic operation\n\"","ds","s_No_available_addresses_in_assocl_0050f0d0","true",""
"0050f110","Error getting %s
","\"Error getting %s\n\"","ds","s_Error_getting_%s_0050f110","true",""
"0050f124","Failed to allocate dump buffer of %d bytes
","\"Failed to allocate dump buffer of %d bytes\n\"","ds","s_Failed_to_allocate_dump_buffer_o_0050f124","true",""
"0050f150","bcmerror","\"bcmerror\"","ds","s_bcmerror_0050f150","true",""
"0050f15c","dump: error on query of WLC_DUMP
","\"dump: error on query of WLC_DUMP\n\"","ds","s_dump:_error_on_query_of_WLC_DUMP_0050f15c","true",""
"0050f180","dump: error on query of dump list
","\"dump: error on query of dump list\n\"","ds","s_dump:_error_on_query_of_dump_lis_0050f180","true",""
"0050f1a4","prio %d out of range [0\, 3]
","\"prio %d out of range [0\, 3]\n\"","ds","s_prio_%d_out_of_range_[0\,_3]_0050f1a4","true",""
"0050f1c4","Set SCB prio: 0x%x
","\"Set SCB prio: 0x%x\n\"","ds","s_Set_SCB_prio:_0x%x_0050f1c4","true",""
"0050f1d8","SCB prio: 0x%x
","\"SCB prio: 0x%x\n\"","ds","s_SCB_prio:_0x%x_0050f1d8","true",""
"0050f1e8","AIBSS Initial beacon check duration: %d 
AIBSS beacon check duration:%d 
AIBSS beacon flood duration:%d
","\"AIBSS Initial beacon check duration: %d \r\nAIBSS beacon check duration:%d \r\nAIBSS beacon flood duration:%d\r\n\"","ds","s_AIBSS_Initial_beacon_check_durat_0050f1e8","true",""
"0050f254","ac %d out of range [0\, 3] or -1 to indicate all
","\"ac %d out of range [0\, 3] or -1 to indicate all\n\"","ds","s_ac_%d_out_of_range_[0\,_3]_or_-1_t_0050f254","true",""
"0050f288","too few parameters.","\"too few parameters.\"","ds","s_too_few_parameters._0050f288","true",""
"0050f29c","Could not find corresponding scb from given mac address.
","\"Could not find corresponding scb from given mac address.\n\"","ds","s_Could_not_find_corresponding_scb_0050f29c","true",""
"0050f2d8","Byte count %d is odd
","\"Byte count %d is odd\n\"","ds","s_Byte_count_%d_is_odd_0050f2d8","true",""
"0050f2f0","
  srom[%03d]:  ","\"\n  srom[%03d]:  \"","ds","s_srom[%03d]:_0050f2f0","true",""
"0050f304","0x%04x  ","\"0x%04x  \"","ds","s_0x%04x_0050f304","true",""
"0050f310","error parsing value \"%s\" as an integer for byte count
","\"error parsing value \\"%s\\" as an integer for byte count\n\"","ds","s_error_parsing_value_\"%s\"_as_an_i_0050f310","true",""
"0050f348","%s: No such file or directory
","\"%s: No such file or directory\n\"","ds","s_%s:_No_such_file_or_directory_0050f348","true",""
"0050f368","
error %d reading %s
","\"\nerror %d reading %s\n\"","ds","s_error_%d_reading_%s_0050f368","true",""
"0050f380","
File %s is too large
","\"\nFile %s is too large\n\"","ds","s_File_%s_is_too_large_0050f380","true",""
"0050f398","
File %s is %d bytes but lacks a REV4/ signature
","\"\nFile %s is %d bytes but lacks a REV4/ signature\n\"","ds","s_File_%s_is_%d_bytes_but_lacks_a_R_0050f398","true",""
"0050f3cc","
File %s is %d bytes but lacks a REV11/ signature
","\"\nFile %s is %d bytes but lacks a REV11/ signature\n\"","ds","s_File_%s_is_%d_bytes_but_lacks_a_R_0050f3cc","true",""
"0050f400","
File %s is %d bytes but lacks a REV12/ signature
","\"\nFile %s is %d bytes but lacks a REV12/ signature\n\"","ds","s_File_%s_is_%d_bytes_but_lacks_a_R_0050f400","true",""
"0050f434","
File %s is %d bytes\, not %d or %d or %d or %d bytes
","\"\nFile %s is %d bytes\, not %d or %d or %d or %d bytes\n\"","ds","s_File_%s_is_%d_bytes\,_not_%d_or_%_0050f434","true",""
"0050f46c","srcrc only takes one arg","\"srcrc only takes one arg\"","ds","s_srcrc_only_takes_one_arg_0050f46c","true",""
"0050f488","
%s is not an integer
","\"\n%s is not an integer\n\"","ds","s_%s_is_not_an_integer_0050f488","true",""
"0050f4a0","Byte offset (%d) is odd or negative
","\"Byte offset (%d) is odd or negative\n\"","ds","s_Byte_offset_(%d)_is_odd_or_negat_0050f4a0","true",""
"0050f4c8","Data extends past %d bytes
","\"Data extends past %d bytes\n\"","ds","s_Data_extends_past_%d_bytes_0050f4c8","true",""
"0050f4e4","Writing srom. ioctl %d\, iolen %d\, sroff %d\, len %d
","\"Writing srom. ioctl %d\, iolen %d\, sroff %d\, len %d\n\"","ds","s_Writing_srom._ioctl_%d\,_iolen_%d_0050f4e4","true",""
"0050f518","--pciecis","\"--pciecis\"","ds","s_--pciecis_0050f518","true",""
"0050f528","Writing in PCIe CIS format","\"Writing in PCIe CIS format\"","ds","s_Writing_in_PCIe_CIS_format_0050f528","true",""
"0050f544","len %d sizeof(cish) %d total %d
","\"len %d sizeof(cish) %d total %d\n\"","ds","s_len_%d_sizeof(cish)_%d_total_%d_0050f544","true",""
"0050f568","ciswrite failed: %d
","\"ciswrite failed: %d\n\"","ds","s_ciswrite_failed:_%d_0050f568","true",""
"0050f580","--preview","\"--preview\"","ds","s_--preview_0050f580","true",""
